Date,AUSTRALIA GROWTH
2003-03-27,708.3420410444468
2003-03-28,704.7620028529059
2003-03-31,707.6487828019059
2003-04-01,708.3892634573135
2003-04-02,703.5036704585086
2003-04-03,707.8756896652056
2003-04-04,716.3072017938175
2003-04-07,724.7524057784643
2003-04-08,726.6121845542359
2003-04-09,719.867967130796
2003-04-10,727.9878946222847
2003-04-11,723.1226508221017
2003-04-14,718.2144016810603
2003-04-15,729.5287077992779
2003-04-16,741.6556235803157
2003-04-17,740.3282842811477
2003-04-18,740.3282842811477
2003-04-21,738.5835040906436
2003-04-22,753.8191149940166
2003-04-23,754.2963366639377
2003-04-24,751.2026347449978
2003-04-25,748.0463211536317
2003-04-28,744.759820948674
2003-04-29,756.351451752097
2003-04-30,759.1378229492027
2003-05-01,765.8645513372968
2003-05-02,753.6212988662826
2003-05-05,761.789872723016
2003-05-06,762.1059631357118
2003-05-07,761.1082063185535
2003-05-08,763.9865029659904
2003-05-09,761.2696042320875
2003-05-12,772.3985219591065
2003-05-13,770.330686203755
2003-05-14,767.2529332207862
2003-05-15,763.7285278158683
2003-05-16,769.4780297951866
2003-05-19,776.916472769438
2003-05-20,771.7972300259629
2003-05-21,774.8082980882655
2003-05-22,781.9653051832423
2003-05-23,789.0405835235621
2003-05-26,791.5792774264046
2003-05-27,787.9385205074458
2003-05-28,782.0324279191967
2003-05-29,783.0813623880089
2003-05-30,786.6624400705836
2003-06-02,803.1408545562628
2003-06-03,798.8248752663096
2003-06-04,807.431461151308
2003-06-05,815.7610576839346
2003-06-06,815.5243386154838
2003-06-09,812.4392045509627
2003-06-10,812.2541062528111
2003-06-11,823.4055090832526
2003-06-12,828.7977988615056
2003-06-13,831.3271060085308
2003-06-16,830.1211145699466
2003-06-17,841.9243939478156
2003-06-18,833.7897670545889
2003-06-19,830.3346275904732
2003-06-20,823.396855455871
2003-06-23,818.3987726419477
2003-06-24,809.5338759715299
2003-06-25,818.6159136509455
2003-06-26,802.3739478531917
2003-06-27,807.5876417633747
2003-06-30,807.6343524847517
2003-07-01,817.2727400768898
2003-07-02,816.1893177192503
2003-07-03,824.0640524556777
2003-07-04,815.8417101825181
2003-07-07,820.2984038673817
2003-07-08,807.0891291231645
2003-07-09,794.9766238645166
2003-07-10,804.4713117275121
2003-07-11,805.0454079498712
2003-07-14,817.5853966939653
2003-07-15,809.5503613614401
2003-07-16,820.469790381176
2003-07-17,813.1595396253814
2003-07-18,803.7575596203054
2003-07-21,811.9572098723154
2003-07-22,805.7024879355836
2003-07-23,821.8619692680264
2003-07-24,834.5269109118175
2003-07-25,839.7239114157513
2003-07-28,848.6262904193827
2003-07-29,844.3758877489338
2003-07-30,822.4020658821778
2003-07-31,823.6852560376499
2003-08-01,839.9698642400704
2003-08-04,829.6550720090925
2003-08-05,827.2958406782109
2003-08-06,831.1741861446038
